0.000112662 0.00174128 0.00252697 1.84032e-05 0.00936264 0.0039927 0.00551518 0.000401468 0.00648072 0.995734 
0.000479027 0.00241496 0.00344756 4.05616e-05 0.00653412 0.0017593 0.0115789 0.00239107 0.00197025 0.995697 
8.85702e-05 0.00324267 0.025542 2.13622e-05 0.00396913 0.0102881 0.000386839 0.0622892 0.00549804 0.928008 
5.57359e-05 0.00804932 0.0178298 8.65139e-05 0.000642304 0.011465 0.0018518 0.00469295 0.000821315 0.994104 
0.000105782 0.00151487 0.0038059 9.17081e-05 0.0226295 0.000881081 0.00473566 0.00143649 0.00209568 0.992762 
5.99295e-05 0.00293536 0.00391264 2.55436e-05 0.00350984 0.00391723 0.0054451 0.00134772 0.00407572 0.997021 
0.000157076 0.00185968 0.0321342 6.7643e-05 0.00148404 0.00129328 0.0137946 0.00953222 0.00154444 0.978751 
0.000136434 0.0883301 0.00368076 3.1271e-05 0.132611 0.000170228 0.00279802 0.00252372 9.13597e-05 0.819359 
7.75841e-05 0.00687892 0.0161824 2.64902e-05 0.00541029 0.00260841 0.00260432 0.00977429 0.00443573 0.988602 
0.000456188 0.00127454 0.119476 0.000150724 0.00607038 0.000206974 0.00827934 0.00146026 0.00264816 0.950661 
5.7638e-05 0.000892848 0.00925674 6.6209e-05 0.0355485 0.00146066 0.00140456 0.00257862 0.00197416 0.971192 
5.46312e-05 0.00854852 0.00858215 4.4814e-05 0.0060376 0.00215677 0.00172537 0.00291168 0.00164159 0.991432 
4.70022e-05 0.00116784 0.00256452 3.60417e-05 0.00785785 0.00296707 0.00217834 0.000542348 0.0020652 0.996681 
0.000173498 0.0478659 0.0112446 1.64105e-05 0.0033507 0.00672172 0.00337579 0.00035371 0.000290911 0.920165 
0.000134144 0.000162797 0.000472258 2.00494e-05 0.0062679 0.0118806 0.0039536 0.00195742 0.00934708 0.992391 
0.000273252 0.000444384 0.000802457 5.60001e-05 0.0698338 0.0213827 0.00115254 0.018132 0.0010447 0.857307 
0.000130637 0.00248275 0.00438892 8.02106e-05 0.00150842 0.00225889 0.00721296 0.00298012 0.000421336 0.998243 
8.24573e-05 0.00709983 0.0040128 1.83234e-05 0.0151392 0.00848796 0.000737982 0.000633495 0.00031011 0.980439 
0.000215195 0.000210233 0.000338691 2.47262e-05 0.0555442 0.00970717 0.00345085 0.00029926 0.00710949 0.985636 
6.19466e-05 0.00134599 0.0111208 2.95021e-05 0.0106256 0.00392776 0.000771224 0.00218176 0.00293325 0.985541 
8.61184e-05 0.00132384 0.000537045 0.000101625 0.00484424 0.029707 0.000962206 0.000242291 0.00182683 0.990008 
0.000129571 0.0143159 0.0159369 2.03725e-05 0.0267101 0.00104483 0.00137601 0.00621389 0.00824277 0.978629 
4.84633e-05 0.0133395 0.00884919 2.28241e-05 0.0189262 0.00174562 0.00130117 0.0010875 0.000453987 0.986627 
0.000238476 0.00843858 0.0028531 0.000160853 0.0399557 0.000484905 0.00227958 0.0207404 0.00198984 0.81596 
3.12277e-05 0.000803087 0.0083333 0.000252991 0.0730611 0.00142757 0.00241343 0.00604626 0.00172365 0.925158 
4.54218e-05 0.010773 0.00560946 5.6034e-05 0.00296712 0.000866127 0.00158642 0.00297857 0.00113305 0.991593 
0.000216334 0.00679747 0.000250152 0.000649842 0.0588457 0.0689337 0.00172144 0.000795948 0.00129302 0.64682 
0.000131384 0.00256506 0.00133964 0.000655902 0.0625672 0.000462975 0.00100898 0.00459885 0.00026961 0.868892 
0.00011788 0.0120837 0.00331258 0.000161537 0.202476 0.000305767 0.00236748 0.00567647 6.07756e-05 0.869716 
8.31093e-05 0.0189803 0.00626386 1.03018e-05 0.0178434 0.00152494 0.00248736 0.00178867 0.00423575 0.979032 
0.00399286 0.00281614 0.000183611 8.41644e-05 0.0204545 0.012357 0.025883 0.00272095 0.00387231 0.847513 
8.89307e-05 0.00591835 0.00329124 9.33981e-05 0.00636428 0.00866404 0.000792214 0.00196714 0.000569227 0.992226 
5.2813e-05 0.00480747 0.00402168 7.5731e-05 0.00838521 0.0052231 0.000897033 0.00111772 0.000532619 0.994479 
4.07025e-05 0.00877826 0.00136936 1.3273e-05 0.00549037 0.0101405 0.00726875 5.4779e-05 0.00151889 0.980898 
4.07893e-05 0.00229137 0.00422763 6.31362e-05 0.0047943 0.00295971 0.00135543 0.000897362 0.000683242 0.997603 
6.69391e-05 0.00729025 0.00337144 1.52283e-05 0.0179419 0.00379008 0.00222635 0.000433701 0.00316643 0.986304 
6.81721e-05 0.000385833 0.000878176 4.93116e-05 0.00984347 0.00657902 0.00247437 0.000655708 0.00313968 0.995344 
4.30953e-05 0.00164284 0.00388361 7.20222e-05 0.00552438 0.00221762 0.00202571 0.000803241 0.000752048 0.997633 
3.97283e-05 0.00358483 0.00494712 0.000217024 0.00137574 0.0125207 0.001946 0.0011654 0.000275703 0.997068 
3.55551e-05 0.00118083 0.00270008 6.64981e-05 0.00163051 0.00674576 0.00165189 0.000773357 0.00082903 0.998247 
5.69436e-05 0.00607357 0.00569767 6.01201e-05 0.00835646 0.00248947 0.000934339 0.00165859 0.000504106 0.994745 
5.07594e-05 0.00149844 0.00177795 5.55194e-05 0.00705895 0.00547352 0.00126604 0.000484742 0.000940274 0.996777 
0.000125212 0.00618873 0.00350293 9.88957e-05 0.0361565 0.0187607 0.000372158 0.00462739 0.00120515 0.965933 
6.98483e-05 0.00414233 0.00113648 1.93935e-05 0.00389906 0.0135676 0.0115676 0.000100826 0.0205753 0.989013 
0.000135957 0.00126773 0.00129515 8.96937e-05 0.0299715 0.0141491 0.000818117 0.000135298 0.000920627 0.991053 
4.72983e-05 0.00378483 0.00528167 0.000148607 0.0133976 0.00210541 0.00103165 0.00439018 0.00042993 0.994441 
6.9327e-05 0.000438182 0.00105914 3.05557e-05 0.00326364 0.00961477 0.00210547 0.00063179 0.00280816 0.996864 
0.000161185 0.0132214 0.010017 1.66077e-05 0.00124283 0.00849845 0.00263397 0.000106806 0.000327888 0.966595 
0.000132303 0.00199494 0.00307496 3.94121e-05 0.0097131 0.0151817 0.00147144 0.000107753 0.000759568 0.992307 
0.000242064 0.00147128 0.00036044 7.94939e-05 0.131306 0.0130474 0.00287045 0.000278085 0.00367091 0.953541 
8.41495e-05 0.0128593 0.00373218 0.000133429 0.00133731 0.00116099 0.00376119 0.000469035 0.000542509 0.995748 
0.000140604 0.00590383 0.00311392 4.82628e-05 0.0142313 0.00251727 0.000478686 0.00178991 0.000551381 0.971988 
5.98922e-05 0.00673554 0.00393524 6.39462e-05 0.00893275 0.00337729 0.00113534 0.00133641 0.000703403 0.993595 
0.000160289 0.0606902 0.000472939 0.051764 0.0568096 0.00146378 0.0522494 6.95759e-05 0.000500925 0.879802 
7.23965e-05 0.0178103 0.034689 5.03176e-05 0.0257069 0.0168405 0.000237557 0.0198046 0.000835537 0.84774 
7.24855e-05 0.00425742 0.00184853 5.68465e-05 0.00927421 0.00112538 0.0093994 0.000193405 0.000346807 0.995823 
0.00029467 0.00213108 0.00155562 4.84355e-05 0.026697 0.0177252 0.00244466 0.0160423 0.0410197 0.955326 
0.000140919 0.0201562 0.000231899 2.60472e-05 0.0142533 0.0207577 0.0133195 0.00047834 0.00153034 0.925159 
0.000305267 0.0110911 0.0187096 0.0019099 0.00724977 0.0027561 0.0109477 0.000206253 3.50688e-05 0.980013 
8.77654e-05 0.00285264 0.00156762 1.90921e-05 0.00407492 0.0101125 0.0043451 0.000601195 0.0131383 0.992425 
0.00019487 0.0065911 0.00970554 0.000843565 0.00285179 0.000301773 0.00527175 0.000318626 0.00064767 0.964195 
6.82362e-05 0.00194465 0.00314361 3.5966e-05 0.00498283 0.00281604 0.00561515 0.000414862 0.00145206 0.996509 
5.09575e-05 0.00517519 0.00340256 0.000101033 0.00167112 0.0284027 0.00137295 0.00271499 0.00336437 0.985205 
0.000117768 0.000687285 0.0025334 3.50722e-05 0.0247805 0.00304083 0.0106831 0.00260646 0.00384285 0.990132 
2.79602e-05 0.0320272 0.000543001 0.00056664 0.0111646 0.0223328 0.00279199 3.46016e-05 0.000265679 0.937868 
0.000965049 0.0200769 0.00334315 0.0239827 0.0800477 0.000852738 0.0367706 0.000250995 0.000129252 0.93029 
0.000174008 0.0221188 0.00283588 7.71522e-05 0.00901071 0.00587243 0.00158947 0.0229747 0.00823814 0.944921 
6.79959e-05 0.00117417 0.00332649 9.0006e-05 0.00406735 0.00286117 0.00209692 0.00121356 0.000741705 0.996707 
8.10744e-05 0.00105204 0.00389365 0.000194604 0.017973 0.00175911 0.00250349 0.00153655 0.000549056 0.994486 
2.97603e-05 0.00895256 0.000901563 0.00112463 0.00304595 0.0234663 0.00532158 0.000265257 0.00020626 0.959498 
0.000152295 0.000427056 0.00292252 5.98861e-05 0.0171822 0.00141402 0.00767072 0.000238402 0.00552518 0.993751 
0.000346549 0.0357132 0.00874102 7.40981e-05 0.0113078 0.00131616 0.000186794 0.135187 0.00439913 0.645724 
8.67681e-05 0.000345174 0.00114271 0.0001646 0.0236535 0.00912676 0.00157461 0.000859411 0.00049477 0.99194 
8.85726e-05 0.00052392 0.00186733 0.000174357 0.00888312 0.00588297 0.00316001 0.000557261 0.000457809 0.997402 
0.00020378 0.00563721 0.00625007 0.00430465 0.0089605 0.00462317 0.00647249 0.000511021 6.34944e-05 0.992905 
3.08201e-05 0.00810304 0.00715219 3.35258e-05 0.00212508 0.00926289 0.00500559 0.00427222 0.0181702 0.939818 
